"Name","GPS","DateTime","NO2","O3_1hr","O3_4hr","O3_8hr","CO","PM10 1 hr","PM2.5 1 hr","PM10","PM2.5","AQI_CO","AQI_NO2","AQI_O3_1hr","AQI_O3_4hr","AQI_O3_8hr","AQI_PM10","AQI_PM2.5","AQI_Site","Date","Time"
"Monash","(-35.418302, 149.094018)","04/07/2022 08:00:00 AM","0.001","0.029","0.029","0.029","0.07","0.6","1","2.1","2.5","1","1","29","36","44","4","10","44","04 July 2022","08:00"
"Florey","(-35.220606, 149.0435)","04/07/2022 08:00:00 AM","0.001","0.028","0.029","0.028","0","5.3","-2.4","3.6","2.2","0","1","28","36",,"7","9","43","04 July 2022","08:00"
"Florey","(-35.220606, 149.0435)","04/07/2022 07:00:00 AM","0","0.028","0.029","0.028","0","5.5","0","3.4","2.2","0","0","28","36",,"7","9","43","04 July 2022","07:00"
"Civic","(-35.285399, 149.131536)","04/07/2022 07:00:00 AM",,"0.027","0.028","0.028",,"3.9","2.3","2.6","2.1",,,"27","34","42","5","8","42","04 July 2022","07:00"
"Monash","(-35.418302, 149.094018)","04/07/2022 07:00:00 AM","0.001","0.028","0.029","0.029","0.07","4.5","3.1","2.1","2.4","1","1","28","36","44","4","10","44","04 July 2022","07:00"
"Monash","(-35.418302, 149.094018)","04/07/2022 06:00:00 AM","0","0.029","0.029","0.029","0.07","3.2","3.9","1.8","2.4","1","0","29","36","45","4","9","45","04 July 2022","06:00"
"Civic","(-35.285399, 149.131536)","04/07/2022 06:00:00 AM",,"0.028","0.028","0.028",,"5.1","2.2","2.5","2",,,"28","35","42","5","8","42","04 July 2022","06:00"
"Florey","(-35.220606, 149.0435)","04/07/2022 06:00:00 AM","0","0.029","0.029","0.028","0","6","-0.3","3.3","2.3","0","0","29","36",,"7","9","43","04 July 2022","06:00"
"Civic","(-35.285399, 149.131536)","04/07/2022 05:00:00 AM",,"0.028","0.028","0.028",,"3.5","1.5","2.4","2",,,"28","35","42","5","8","42","04 July 2022","05:00"
"Florey","(-35.220606, 149.0435)","04/07/2022 05:00:00 AM","0","0.029","0.028","0.028","0","4.9","-0.7","3","2.4","0","0","29","35",,"6","10","43","04 July 2022","05:00"
"Monash","(-35.418302, 149.094018)","04/07/2022 05:00:00 AM","0","0.029","0.029","0.029","0.07","3.4","3.1","1.7","2.1","1","0","29","36","45","3","8","45","04 July 2022","05:00"
"Civic","(-35.285399, 149.131536)","04/07/2022 04:00:00 AM",,"0.027","0.028","0.027",,"4.3","2.1","2.3","2",,,"27","34","42","5","8","42","04 July 2022","04:00"
"Florey","(-35.220606, 149.0435)","04/07/2022 04:00:00 AM","0","0.028","0.028","0.028","0","3.3","1.5","2.8","2.5","0","0","28","35",,"6","10","43","04 July 2022","04:00"
"Monash","(-35.418302, 149.094018)","04/07/2022 04:00:00 AM","0","0.029","0.029","0.029","0.07","3.1","5.7","1.6","2.1","1","0","29","36","45","3","9","45","04 July 2022","04:00"
"Monash","(-35.418302, 149.094018)","04/07/2022 03:00:00 AM","0","0.029","0.029","0.029","0.07","3.2","-0.4","1.6","1.9","1","0","29","36","45","3","8","45","04 July 2022","03:00"
"Florey","(-35.220606, 149.0435)","04/07/2022 03:00:00 AM","0","0.028","0.028","0.028","0.01","4.1","2","2.8","2.5","0","0","28","35",,"6","10","43","04 July 2022","03:00"
"Civic","(-35.285399, 149.131536)","04/07/2022 03:00:00 AM",,"0.028","0.028","0.028",,"4.6","1.6","2.1","1.9",,,"28","34","43","4","8","43","04 July 2022","03:00"
"Monash","(-35.418302, 149.094018)","04/07/2022 02:00:00 AM","0","0.029","0.029","0.029","0.08","3.2","-1.5","1.4","1.9","1","0","29","36","45","3","8","45","04 July 2022","02:00"
"Civic","(-35.285399, 149.131536)","04/07/2022 02:00:00 AM",,"0.028","0.027","0.028",,"5.1","1.9","2","1.8",,,"28","34","43","4","7","43","04 July 2022","02:00"
"Florey","(-35.220606, 149.0435)","04/07/2022 02:00:00 AM","0","0.028","0.028","0.027","0.03","4.1","9.9","2.6","2.6","0","0","28","35",,"5","10","42","04 July 2022","02:00"
"Civic","(-35.285399, 149.131536)","04/07/2022 01:00:00 AM",,"0.027","0.027","0.028",,"6.2","1.6","1.8","1.6",,,"27","34","43","4","7","43","04 July 2022","01:00"
"Florey","(-35.220606, 149.0435)","04/07/2022 01:00:00 AM","0","0.028","0.028","0.027","0.04","5.4","5.9","2.6","2.1","0","0","28","35",,"5","8","42","04 July 2022","01:00"
"Monash","(-35.418302, 149.094018)","04/07/2022 01:00:00 AM","0","0.029","0.029","0.029","0.08","1.5","3.2","1.5","1.9","1","0","29","37","44","3","8","44","04 July 2022","01:00"
"Monash","(-35.418302, 149.094018)","04/07/2022 12:00:00 AM","0","0.029","0.029","0.029","0.09","0.6","1.6","1.5","1.7","1","0","29","37","44","3","7","44","04 July 2022","00:00"
"Florey","(-35.220606, 149.0435)","04/07/2022 12:00:00 AM","0","0.028","0.028","0.027","0.05","6.2","6.8","2.4","1.8","1","0","28","35",,"5","7","42","04 July 2022","00:00"
"Civic","(-35.285399, 149.131536)","04/07/2022 12:00:00 AM",,"0.027","0.027","0.028",,"1.7","1.5","1.4","1.6",,,"27","34","43","3","6","43","04 July 2022","00:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 11:00:00 PM","0","0.029","0.029","0.029","0.09","3.8","3.1","1.3","1.6","1","0","29","37","44","3","7","44","03 July 2022","23:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 11:00:00 PM","0","0.028","0.027","0.027","0.06","6.8","1.8","2.3","1.9","1","0","28","34",,"5","7","42","03 July 2022","23:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 11:00:00 PM",,"0.027","0.028","0.028",,"2","1.1","1.4","1.5",,,"27","35","43","3","6","43","03 July 2022","23:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 10:00:00 PM",,"0.028","0.028","0.028",,"2.8","1.5","1.4","1.5",,,"28","35","43","3","6","43","03 July 2022","22:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 10:00:00 PM","0","0.028","0.027","0.027","0.07","5.7","4.6","2.1","2","1","0","28","33",,"4","8","42","03 July 2022","22:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 10:00:00 PM","0","0.03","0.029","0.029","0.1","3.8","1.8","1.3","1.7","1","0","30","36","44","3","7","44","03 July 2022","22:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 09:00:00 PM",,"0.027","0.028","0.028",,"1.8","3.3","1.3","1.4",,,"27","35","44","3","6","44","03 July 2022","21:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 09:00:00 PM","0","0.027","0.027","0.027","0.09","2.5","5.9","2","1.9","1","0","27","33",,"4","7","42","03 July 2022","21:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 09:00:00 PM","0","0.029","0.029","0.028","0.11","-0.2","3.2","1.2","1.8","1","0","29","36","43","2","7","43","03 July 2022","21:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 08:00:00 PM","0.001","0.026","0.027","0.027","0.1","2.9","3","2.1","1.8","1","1","26","33",,"4","7","42","03 July 2022","20:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 08:00:00 PM","0","0.029","0.028","0.028","0.12","2.2","11.9","1.2","1.6","1","0","29","35","43","2","7","43","03 July 2022","20:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 08:00:00 PM",,"0.029","0.028","0.029",,"2.3","3.6","1.3","1.3",,,"29","35","44","3","5","44","03 July 2022","20:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 07:00:00 PM","0.001","0.026","0.027","0.027","0.1","2.8","4.2","2.1","1.8","1","1","26","34",,"4","7","42","03 July 2022","19:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 07:00:00 PM",,"0.028","0.028","0.028",,"3.7","6.5","1.2","1.2",,,"28","35","44","2","5","44","03 July 2022","19:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 07:00:00 PM","0","0.028","0.028","0.027","0.12","2.8","3.2","1.2","1.3","1","0","28","35","42","2","5","42","03 July 2022","19:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 06:00:00 PM","0.001","0.027","0.028","0.027","0.1","3","11.9","2.1","1.8","1","1","27","35",,"4","7","42","03 July 2022","18:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 06:00:00 PM",,"0.028","0.028","0.028",,"2.9","7","1.1","0.9",,,"28","35","43","2","3","43","03 July 2022","18:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 06:00:00 PM","0.001","0.028","0.028","0.027","0.12","0.6","1.3","1.2","1.3","1","1","28","35","42","2","5","42","03 July 2022","18:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 05:00:00 PM","0.001","0.028","0.029","0.027","0.08","2.9","3.5","2.1","1.7","1","1","28","36",,"4","7","41","03 July 2022","17:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 05:00:00 PM","0.001","0.028","0.028","0.027","0.12","2.8","1.9","1.2","1.3","1","1","28","35","42","2","5","42","03 July 2022","17:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 05:00:00 PM",,"0.028","0.029","0.028",,"3","1.5","1.1","0.5",,,"28","36","43","2","2","43","03 July 2022","17:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 04:00:00 PM",,,"0.028","0.026","0.07","1.8","2.9","2","1.6","1",,,"35",,"4","7","40","03 July 2022","16:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 04:00:00 PM",,,"0.027","0.027","0.12","-0.6","2.2","1.1","1.4","1",,,"34","41","2","5","41","03 July 2022","16:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 04:00:00 PM",,,"0.029","0.027",,"5.2","0","1","0.4",,,,"36","42","2","2","42","03 July 2022","16:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 03:00:00 PM","0","0.029","0.027","0.026","0.06","0.5","-3.3","2","1.6","1","0","29","34",,"4","6","40","03 July 2022","15:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 03:00:00 PM","0","0.028","0.027","0.027","0.11","1.9","0.7","1.2","1.4","1","0","28","34","41","2","5","41","03 July 2022","15:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 03:00:00 PM",,"0.029","0.029","0.027",,"1.5","1","0.8","0.5",,,"29","36","42","2","2","42","03 July 2022","15:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 02:00:00 PM","0","0.029","0.026","0.026","0.05","0.6","-2.8","2","1.7","1","0","29","33",,"4","7","39","03 July 2022","14:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 02:00:00 PM",,"0.029","0.028","0.027",,"1.6","0.7","0.8","0.5",,,"29","35","41","2","2","41","03 July 2022","14:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 02:00:00 PM","0.001","0.027","0.027","0.027","0.11","1.1","-0.7","1.2","1.3","1","1","27","33","41","2","5","41","03 July 2022","14:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 01:00:00 PM","0.001","0.026","0.025","0.025","0.03","1.7","-1.2","2","1.9","0","1","26","32",,"4","7","38","03 July 2022","13:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 01:00:00 PM",,"0.029","0.027","0.027",,"0.1","1.3","0.8","0.5",,,"29","34","41","2","2","41","03 July 2022","13:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 01:00:00 PM","0","0.027","0.027","0.026","0.1","0.1","0.1","1.2","1.1","1","0","27","33","41","2","5","41","03 July 2022","13:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 12:00:00 PM","0","0.026","0.027","0.026","0.1","2.3","0.3","1.2","1.1","1","0","26","33","40","2","5","40","03 July 2022","12:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 12:00:00 PM","0.001","0.025","0.025","0.025","0.02","4.3","-7.8","2","1.9","0","1","25","31",,"4","8","38","03 July 2022","12:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 12:00:00 PM",,"0.028","0.026","0.026",,"-0.5","2.4","0.8","0.5",,,"28","33","40","2","2","40","03 July 2022","12:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 11:00:00 AM","0","0.026","0.027","0.026","0.09","2.9","1.6","1.3","1.1","1","0","26","33","40","3","4","40","03 July 2022","11:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 11:00:00 AM",,"0.026","0.025","0.026",,"-1.1","2.7","0.9","0.5",,,"26","32","40","2","2","40","03 July 2022","11:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 11:00:00 AM","0","0.025","0.025","0.025","0.01","3.6","-4.3","1.9","2.1","0","0","25","31",,"4","8","38","03 July 2022","11:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 10:00:00 AM",,"0.025","0.026","0.026",,"1.6","1.4","0.9","0.5",,,"25","32","40","2","2","40","03 July 2022","10:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 10:00:00 AM","0.001","0.025","0.025","0.025","0","1.2","9.3","1.8","2.2","0","1","25","31",,"4","9","38","03 July 2022","10:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 10:00:00 AM","0","0.027","0.027","0.026","0.09","1.2","4.5","1.2","1","1","0","27","33","40","2","4","40","03 July 2022","10:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 09:00:00 AM",,"0.025","0.026","0.027",,"0.6","1.1","0.8","0.5",,,"25","33","41","2","2","41","03 July 2022","09:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 09:00:00 AM","0","0.027","0.026","0.026","0.08","2.6","4.1","1.2","0.8","1","0","27","33","40","2","3","40","03 July 2022","09:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 09:00:00 AM","0","0.025","0.025","0.025","0","1.2","2.2","1.7","2","0","0","25","31",,"3","8","38","03 July 2022","09:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 08:00:00 AM","0","0.026","0.026","0.026","0.08","1.1","-0.1","1","0.6","1","0","26","33","40","2","3","40","03 July 2022","08:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 08:00:00 AM","0","0.024","0.025","0.025","0","1.8","-2.3","1.7","2","0","0","24","31",,"3","8","38","03 July 2022","08:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 08:00:00 AM",,"0.025","0.027","0.027",,"0.7","0.9","0.8","0.5",,,"25","33","41","2","2","41","03 July 2022","08:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 07:00:00 AM",,"0.027","0.027","0.027",,"2","0.6","0.8","0.6",,,"27","34","42","2","2","42","03 July 2022","07:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 07:00:00 AM","0","0.026","0.026","0.026","0.07","-2.4","1.7","1.2","0.8","1","0","26","33","40","2","3","40","03 July 2022","07:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 07:00:00 AM","0","0.025","0.025","0.025","0","1.2","2.9","1.7","2","0","0","25","31",,"3","8","39","03 July 2022","07:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 06:00:00 AM","0","0.025","0.025","0.025","0","0.8","1.4","1.7","2","0","0","25","31",,"3","8","38","03 July 2022","06:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 06:00:00 AM",,"0.027","0.027","0.027",,"0.8","1","0.7","0.6",,,"27","34","42","1","2","42","03 July 2022","06:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 06:00:00 AM","0","0.026","0.026","0.026","0.07","0","-2.1","1.2","0.7","1","0","26","33","41","2","3","41","03 July 2022","06:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 05:00:00 AM",,"0.027","0.027","0.027",,"2.4","1.5","0.7","0.6",,,"27","34","42","1","2","42","03 July 2022","05:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 05:00:00 AM","0","0.025","0.025","0.025","0.01","0.2","2.3","1.7","2.1","0","0","25","31",,"3","8","38","03 July 2022","05:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 05:00:00 AM","0","0.026","0.026","0.026","0.07","1.8","3.9","1.3","0.8","1","0","26","33","41","3","3","41","03 July 2022","05:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 04:00:00 AM",,"0.027","0.027","0.027",,"0.1","0.8","0.7","0.6",,,"27","34","42","1","2","42","03 July 2022","04:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 04:00:00 AM","0","0.025","0.025","0.025","0.03","1.2","0.3","1.7","2","0","0","25","32",,"3","8","38","03 July 2022","04:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 04:00:00 AM","0","0.026","0.026","0.026","0.06","2.4","1.2","1.1","0.8","1","0","26","33","40","2","3","40","03 July 2022","04:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 03:00:00 AM","0","0.026","0.027","0.026","0.06","-1.6","-1.3","1.2","0.8","1","0","26","33","40","2","3","40","03 July 2022","03:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 03:00:00 AM","0","0.025","0.025","0.024","0.04","1.5","5.5","1.8","2","0","0","25","32",,"4","8","37","03 July 2022","03:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 03:00:00 AM",,"0.027","0.027","0.027",,"0.4","-0.9","0.8","0.7",,,"27","34","42","2","3","42","03 July 2022","03:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 02:00:00 AM",,"0.027","0.027","0.027",,"0.8","-2.7","0.8","1",,,"27","34","42","2","4","42","03 July 2022","02:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 02:00:00 AM","0","0.026","0.027","0.026","0.06","4.4","-1.4","1.3","0.7","1","0","26","33","40","3","3","40","03 July 2022","02:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 02:00:00 AM","0","0.025","0.025","0.024","0.06","2.1","-3.4","1.8","1.9","1","0","25","31",,"4","8","37","03 July 2022","02:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 01:00:00 AM","0","0.026","0.025","0.024","0.07","2.1","-0.7","1.9","2.5","1","0","26","31",,"4","10","37","03 July 2022","01:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 01:00:00 AM",,"0.027","0.027","0.027",,"-3","-0.8","0.9","1.2",,,"27","34","42","2","5","42","03 July 2022","01:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 01:00:00 AM","0","0.027","0.027","0.026","0.05","1.9","-2","1.3","0.9","1","0","27","33","41","3","4","41","03 July 2022","01:00"
"Florey","(-35.220606, 149.0435)","03/07/2022 12:00:00 AM","0","0.025","0.024","0.024","0.09","2.7","8.8","2","2.7","1","0","25","30",,"4","11","36","03 July 2022","00:00"
"Monash","(-35.418302, 149.094018)","03/07/2022 12:00:00 AM","0","0.027","0.026","0.026","0.05","-3.2","0.4","1.8","1.1","1","0","27","33","40","4","5","40","03 July 2022","00:00"
"Civic","(-35.285399, 149.131536)","03/07/2022 12:00:00 AM",,"0.027","0.028","0.027",,"1.2","0.4","0.8","1.3",,,"27","34","42","2","5","42","03 July 2022","00:00"
"Monash","(-35.418302, 149.094018)","02/07/2022 11:00:00 PM","0","0.027","0.026","0.026","0.05","3.4","4.9","1.9","1.2","1","0","27","33","40","4","5","40","02 July 2022","23:00"
"Civic","(-35.285399, 149.131536)","02/07/2022 11:00:00 PM",,"0.027","0.028","0.027",,"1.8","0.4","0.9","1.3",,,"27","34","42","2","5","42","02 July 2022","23:00"
"Florey","(-35.220606, 149.0435)","02/07/2022 11:00:00 PM","0.001","0.024","0.023","0.023","0.1","2.6","4.5","2.1","2.2","1","1","24","29",,"4","9","36","02 July 2022","23:00"
"Florey","(-35.220606, 149.0435)","02/07/2022 10:00:00 PM","0.001","0.023","0.023","0.023","0.11","3.9","1.8","2.3","1.9","1","1","23","29",,"5","8","36","02 July 2022","22:00"
"Civic","(-35.285399, 149.131536)","02/07/2022 10:00:00 PM",,"0.028","0.027","0.027",,"0.1","0.2","0.9","1.4",,,"28","34","41","2","6","41","02 July 2022","22:00"
"Monash","(-35.418302, 149.094018)","02/07/2022 10:00:00 PM","0","0.026","0.026","0.026","0.05","0.9","4.7","1.8","0.9","1","0","26","32","40","4","4","40","02 July 2022","22:00"
"Monash","(-35.418302, 149.094018)","02/07/2022 09:00:00 PM","0","0.025","0.026","0.026","0.04","0.4","-2","1.8","0.7","0","0","25","33","40","4","3","40","02 July 2022","21:00"
"Florey","(-35.220606, 149.0435)","02/07/2022 09:00:00 PM","0.002","0.023","0.023","0.023","0.12","3.3","3.6","2.5","1.8","1","3","23","29",,"5","7","36","02 July 2022","21:00"
"Civic","(-35.285399, 149.131536)","02/07/2022 09:00:00 PM",,"0.028","0.027","0.026",,"2.9","0.8","1","1.5",,,"28","33","40","2","6","40","02 July 2022","21:00"
"Monash","(-35.418302, 149.094018)","02/07/2022 08:00:00 PM","0","0.026","0.026","0.026","0.04","1.1","4.9","1.9","0.9","0","0","26","33","40","4","4","40","02 July 2022","20:00"
"Florey","(-35.220606, 149.0435)","02/07/2022 08:00:00 PM","0.002","0.023","0.023","0.023","0.11","3.3","2.9","2.6","1.7","1","3","23","29",,"5","7","35","02 July 2022","20:00"
"Civic","(-35.285399, 149.131536)","02/07/2022 08:00:00 PM",,"0.027","0.027","0.025",,"-0.6","0.5","1","1.7",,,"27","33","38","2","7","38","02 July 2022","20:00"
"Civic","(-35.285399, 149.131536)","02/07/2022 07:00:00 PM",,"0.026","0.026","0.024",,"1","-1.3","1.1","1.9",,,"26","33","38","2","8","38","02 July 2022","19:00"
"Florey","(-35.220606, 149.0435)","02/07/2022 07:00:00 PM","0.003","0.023","0.023","0.023","0.11","4.1","6.2","2.7","1.8","1","4","23","29",,"5","7","35","02 July 2022","19:00"
"Monash","(-35.418302, 149.094018)","02/07/2022 07:00:00 PM","0.001","0.026","0.026","0.026","0.04","2.4","1.4","2","0.8","0","1","26","33","39","4","3","39","02 July 2022","19:00"
"Florey","(-35.220606, 149.0435)","02/07/2022 06:00:00 PM","0.003","0.023","0.023","0.023","0.11","2.3","8","2.7","1.8","1","4","23","29",,"5","7","35","02 July 2022","18:00"
"Monash","(-35.418302, 149.094018)","02/07/2022 06:00:00 PM","0.001","0.027","0.026","0.025","0.05","1.3","1.6","2.2","0.8","1","1","27","33","39","4","3","39","02 July 2022","18:00"
"Civic","(-35.285399, 149.131536)","02/07/2022 06:00:00 PM",,"0.026","0.026","0.024",,"3","-2.2","1.3","2.4",,,"26","33","37","3","10","37","02 July 2022","18:00"
"Civic","(-35.285399, 149.131536)","02/07/2022 05:00:00 PM",,"0.027","0.025","0.024",,"1.9","0.4","1.2","2.8",,,"27","31","36","2","11","36","02 July 2022","17:00"
"Florey","(-35.220606, 149.0435)","02/07/2022 05:00:00 PM","0.003","0.024","0.023","0.023","0.1","1.4","2.8","2.7","1.9","1","4","24","29",,"5","7","35","02 July 2022","17:00"
